name,Base Note,Department,Heart/Middle Note,link,Scents/Notes,Size,Top Note,price,concentration
AZZARO Wanted By Night EDPe,woody,Men,woody,https://www.noon.com/uae-en/wanted-by-night-eau-de-parfume-100ml/N41434684A/p?o=ab847f4ad21d8bcb,Woody,100ml,,199.0,EDP
AZZARO Wanted Girl,"tonka bean, patchouli, haitian vetiver",Women,"dulce de leche, datura",https://www.noon.com/uae-en/wanted-girl-eau-de-parfum-80ml/N43394157A/p?o=a4c832b1651f703a,Aromatic,80ml,,193.0,EDP
Abercrombie & Fitch Authentic,"musk mallow, cedar, sandalwood",Women,"magnolia, nectarine, lily-of-the-valley",https://www.noon.com/uae-en/authentic-edp-100ml/N35253340A/p?o=cfe6598598d1fd2c,Floral,100ml,"pear, mandarin orange, red currant",136.0,EDP
Abercrombie & Fitch First Instinct Blue,,Women,,https://www.noon.com/uae-en/first-instinct-blue-edp-100ml/N36496231A/p?o=b2280cdc5237339e,Floral,100ml,"lemon, orange,, bergamot",94.0,EDP
Abercrombie & Fitch First Instinct,"amber, tonka bean, musky accord",Women,"orange blossom, orchid, waterlily",https://www.noon.com/uae-en/first-instinct-edp-100ml/N13234092A/p?o=d4ef149f80dc290c,Arabian,100ml,"grapefruit, magnolia, passion fruit",98.85,EDP
Abercrombie and Fitch First Instinct Femme,"tonka bean, amber",Women,"orange blossom, butterfly orchid",https://www.noon.com/uae-en/first-instinct-femme-edp-100ml/N25837860A/p?o=c777d92307d40cbe,Arabian,100ml,,114.0,EDP
Acqua Di Monaco Pour Homme,"amber, musk",Men,"sandalwood, cedarwood",https://www.noon.com/uae-en/pour-homme-edp-100ml/N11201865A/p?o=d43ee96560737e6b,,100ml,"bouquet of roses, lily of the valley, violet, tuberose",166.0,EDP
Acqua Di Parisis Emperor Of The Scent,musk,Unisex,lavender,https://www.noon.com/uae-en/emperor-of-the-scent-edp-100ml/N40021893A/p?o=daf8355f95fe22ad,Floral,100ml,pepper,137.25,EDP
Acqua Di Parisis Essenza Intensa Oud Couture,oud,Men,oud,https://www.noon.com/uae-en/essenza-intensa-oud-couture-edp-100ml/N11201149A/p?o=a9cdb814e97876ce,,100ml,"lotus, musk, amber, bergamot",87.0,EDP
Acqua Di Parisis Paris Delice,"sandalwood, leather, cedar, patchouli, musk",Women,,https://www.noon.com/uae-en/paris-delice-edp-100ml/N39598088A/p?o=c1ce9ca1fe65d30e,Spicy,100ml,,123.65,EDP
Acqua Di Parisis Roma Reyane Tradition,"cedar, yellow sugar, labdanum",Women,"aquatic jasmine, dewy peony, pink pepper",https://www.noon.com/uae-en/roma-reyane-tradition-edp-100ml/N11201152A/p?o=e6bc1149af19b2eb,Woody,100ml,,65.0,EDP
Acqua Di Parisis Venizia,,Women,,https://www.noon.com/uae-en/venizia-edp-100ml/N11803350A/p?o=a61e459a6e61762e,,100ml,"spicy , patchouli , vanilla , sweet , caramel",69.95,EDP
Afas Al Khaleej Lahen,vanilla,Women,oud,https://www.noon.com/uae-en/lahen-edp-100ml/N22655685A/p?o=e12e75b9b7a61bdb,,100ml,rose,310.0,EDP
Afnan Dahaab Saafi,fruity,Unisex,musky,https://www.noon.com/uae-en/dahaab-saafi-edp-100ml/N42652725A/p?o=dc049152187dc57e,Arabian,100ml,floral,69.85,EDP
Afnan Dehn Al Oudh Abiyad,musky,Unisex,woody,https://www.noon.com/uae-en/dehn-al-oudh-abiyad-edp-100ml/N30448356A/p?o=ba7ac118848362bb,,100ml,floral,34.95,EDP
Afnan Mirsaal With Love,"vanilla, rose, ambergris and resins",Unisex,"jasmine, patchouli and saffron",https://www.noon.com/uae-en/mirsaal-with-love-edp-90ml/N36475882A/p?o=e03933996a91b62e,Oriental,90ml,"cloves, spices, citrus",119.25,EDP
Afnan Modest Pour Femme Deux,,Women,"creamy vanilla, oriental spices",https://www.noon.com/uae-en/modest-pour-femme-deux-edp-100ml/N36644955A/p?o=bf4f43d596542faf,,100ml,"cherries, raspberries, strawberries, chocolate",99.95,EDP
Afnan Musk Abiyad,powder,Unisex,musky,https://www.noon.com/uae-en/musk-abiyad-edp-100ml/N30448357A/p?o=b472a59cf6c937ec,,100ml,floral,31.0,EDP
Afnan Naseej Al Zafran,"vetiver, sweet",Unisex,"rose, balsamic, cedarwood, oud wood",https://www.noon.com/uae-en/naseej-al-zafran-edp-50ml/N42652718A/p?o=dacfbe7e190ae64b,Arabian,50ml,,133.65,EDP
Afnan Ornament,"cardamom, lavender, nutmeg, patchouli, pepper, saffron, sandal wood",Men,"geranium, ambra, cedar wood, oak moss, cloves",https://www.noon.com/uae-en/ornament-edp-100ml/N19578647A/p?o=ff43b4c86682ba5b,Woody,100ml,,92.0,EDP
Afnan Rare Carbon,"amber, patchouli,",Men,"leather, jasmine, moss",https://www.noon.com/uae-en/rare-carbon-edp-100ml/N42652717A/p?o=d4667d47a9f67adf,Arabian,100ml,,108.1,EDP
Afnan Rare Tiffany,"musk, powdery notes",Women,"lily of the valley, peony, rose",https://www.noon.com/uae-en/rare-tiffany-edp-100millimeter/N33904869A/p?o=db3caa353f3cba8e,,100ml,"citrus, litchi, raspberry",115.95,EDP
Afnan Souvenir Desert Rose,"sandalwood, citrus, amber",Unisex,"powdery, tropical, fresh",https://www.noon.com/uae-en/souvenir-desert-rose-edp-100ml/N42652720A/p?o=abb01b6c32e3279e,Arabian,100ml,,124.65,EDP
Afnan Souvenir Floral Bouquet,"musk, cashmere wood, amber",Unisex,"rose, muguet, peony, vanilla",https://www.noon.com/uae-en/souvenir-floral-bouquet-edp-100ml/N42652721A/p?o=afd486db4b9ddc9a,Arabian,100ml,,132.35,EDP
Afnan Supremacy,"oakmoss, musk, ambergris, vanilla",Women,"rose, birch, moroccan jasmine, patchouli",https://www.noon.com/uae-en/supremacy-edp-100ml/N11202966A/p?o=b5a295ed1cc76dca,Woody,100ml,"apple, bergamot, black currant, pineapple",94.4,EDP
Afnan Supremacy,"ambergris, musk, oakmoss, vanilla",Men,"birch, jasmine, patchouli, rose",https://www.noon.com/uae-en/supremacy-edp-100ml/N14778572A/p?o=ac01040efb382dfa,Woody,100ml,"apple, bergamot, black currant, pineapple",101.0,EDP
Afnan Supremacy In Heaven,"oakmoss, musk, ambergris, vanilla",Men,"rose, birch, moroccan jasmine, patchouli",https://www.noon.com/uae-en/supremacy-in-heaven-edp-100ml/N20179722A/p?o=b2fe669a4dad641b,Woody,100ml,"apple, bergamot, black currant, pineapple",106.1,EDP
Afnan Supremacy Pink,musky,Women,powdery,https://www.noon.com/uae-en/supremacy-pink-edp-100ml/N13233872A/p?o=c8448e8ac51a13ca,,100ml,floral fruity,86.2,EDP
Afnan Supremacy Pour Homme,,Men,,https://www.noon.com/uae-en/supremacy-pour-homme-edp-3-4ounce/N31470702A/p?o=d872a1e4e44978db,,3.4ounce,"luscious apple blackcurrant pineapple, bergamot",149.0,EDP
Afnan Supremacy Purple,musky vanilla,Women,floral aromatic,https://www.noon.com/uae-en/supremacy-purple-edp-100ml/N13233873A/p?o=f2b57c636445a6ac,,100ml,citrus fruity,82.0,EDP
Agent Provocateur Agent Provocateur (W),amber,Women,vetiver,https://www.noon.com/uae-en/agent-provocateur-w-eau-de-parfum-100mililiter/N41880288A/p?o=da697a2d8b1a886e,Woody,100ml,,137.2,EDP
Agent Provocateur Agent Provocateur Cosmic (W),cedar,Women,jasmine sambac,https://www.noon.com/uae-en/agent-provocateur-cosmic-w-edp-100mililiter/N41880219A/p?o=f619ecddb343611a,Floral,100ml,,114.5,EDP
Agent Provocateur Fatal Intens,"amber, leather, vanilla",Men,"lotus flowers, rose",https://www.noon.com/uae-en/fatal-intens-edp-100ml/N12993537A/p?o=eaf7959e78767dff,,100ml,"red chili pepper, licorice, blackberries",74.45,EDP
Agent Provocateur Fatale,"vanilla orchid, velvety musk",Women,"creamy gardenia, mango",https://www.noon.com/uae-en/fatale-edp-100ml/N14349430A/p?o=a3e6e4a25cc4beba,,100ml,"pink pepper, black currant",99.0,EDP
Agent Provocateur Fatale Intense,spicy shades of red pepper,Women,blackberry tints,https://www.noon.com/uae-en/fatale-intense-edp-100ml/N40128580A/p?o=a9ec4a44606d8ddd,Spicy,100ml,,77.5,EDP
Agent Provocateur Fatale Pink,"bamboo, musk, saffron",Women,"datura, camellia, lotus",https://www.noon.com/uae-en/fatale-pink-edp-100ml/N34132855A/p?o=caf1e42d583c4c1a,Fresh,100ml,"cream, tangerine, pear blossom, yuzu",119.8,EDP
Agent Provocateur Lace Noir,"vanilla, praline notes of warming tonka bean, the deeper, darker cedar-like scent of patchouli",Women,"rose, the voluptuous, intoxicating temptation of tuberose, delicious, tropical coconut, sweet, rich, precious jasmine",https://www.noon.com/uae-en/lace-noir-edp-100ml/N34132856A/p?o=e7b4b1d3a8d2f93e,Oriental,100ml,"bergamot, rosy, woody, inviting pink pepper",118.05,EDP
Agent Provocateur Maitresse,"woody powdery with iris, amber, patchouli, white suede",Women,"osmanthus, jasmine, rose",https://www.noon.com/uae-en/maitresse-edp-100ml/N21408150A/p?o=f583b334049920ef,Citrus,100ml,"white lotus petals, white ylang-ylang, violet leaves",109.95,EDP
Agent Provocateur Maitresse,"amber, ceder, musk, white suede",Women,"osmanthus, jasmine sambac, iris, violet leaves",https://www.noon.com/uae-en/maitresse-edp-50ml/N39620583A/p?o=cbf2802bdcb7335a,Floral,50ml,,79.0,EDP
Agent Provocateur Miss,"amber, patchouli, sandalwood",Women,"rose, bourbon geranium",https://www.noon.com/uae-en/miss-edp-100ml/N40128544A/p?o=fef5b60965c816ef,Woody,100ml,"pink pepper, ylang-ylang",112.0,EDP
Agent Provocateur Provocateur Aphrodisiaque,"sensual musk, enchanting resins, creamy musk",Women,"black honey, flowering cereus, gilt vanilla orchid",https://www.noon.com/uae-en/provocateur-aphrodisiaque-edp-80ml/N19300497A/p?o=fd7ad65fa3c9746c,,80ml,"blackberry, radiant jasmine, white pepper",80.35,EDP
Agent Provocateur Purse,"cedar, leather, patchouli, vetiver, oakmoss, amber, musk",Women,"gardenia, jasmine, magnolia, moroccan rose",https://www.noon.com/uae-en/purse-edp-25ml/N36477570A/p?o=bd92fd39bdf47f0c,Woody,25ml,,84.7,EDP
Agent Provocateur Vaporisateur,"amber musk, cedar",Women,"gardenia, vetiver, moroccan rose, egyptian jasmine",https://www.noon.com/uae-en/vaporisateur-edp-200ml/N36477573A/p?o=d88163f1e19837cf,Woody,200ml,,182.65,EDP
Agonist Amber,"indonesian patchouli, black amber, madagascar vanilla, styrax, indian sandalwood",Unisex,"java vetiver, cuban tobacco flower, iranian incense, atlas cedarwood, cypriol nargamotha",https://www.noon.com/uae-en/amber-edp-50ml/N23100854A/p?o=ce21134d1a35088f,,50ml,"incense fumes, thornbush flower, red seaweed, davana, spanish labdanum.",345.25,EDP
Agonist Blue North,"white cedar, sandalwood, musk leave a steady plume on the skin",Unisex,"toffee, ginger, flower-vanilla heliotrope",https://www.noon.com/uae-en/blue-north-edp-50ml/N23098316A/p?o=a04d98b8d034946e,,50ml,,467.25,EDP
Agonist Dark Saphir,"oud, patchouli, gaiac wood, cistus, vanilla, copaiba, olibanum, nargamutta, tonka bean",Unisex,"rose, isis, jasmine, geranium, carrot, carnation, orchid, heliotrope, cinnamon",https://www.noon.com/uae-en/dark-saphir-edp-50ml/N23100855A/p?o=e49de6ac803b763d,,50ml,"violet leaves, black pepper, cumin, coriander, ginger, bergamot, rehan, peach, raspberry",417.9,EDP
Ahmed Al Maghribi Arwa Perfume,"musk amber resins, labdunum",Unisex,"lavender, pink pepper, patchouli",https://www.noon.com/uae-en/arwa-perfume-100ml/N38480410A/p?o=e78c00b88c25a93e,Oriental,100ml,,85.6,EDP
Ahmed Al Maghribi Bani,"musk, amber, sandalwood",Unisex,"tuberose, sambiac, jasmine",https://www.noon.com/uae-en/bani-edp-40ml/N38480425A/p?o=f0f02d670de6422a,,40ml,"peach, coconut, orange",167.5,EDP
Ahmed Al Maghribi Bon Bon,"musk, vanilla",Unisex,"sandalwood, amber",https://www.noon.com/uae-en/bon-bon-edp-50ml/N38480417A/p?o=dac42642820ea90a,Oriental,50ml,"rose, ylang ylang, peony",136.0,EDP
Ahmed Al Maghribi Brown,"agarwood, vanilla beans, patchouli, olibanum, sandalwood",Unisex,"fresnia, leather, gardenia, musk, violet",https://www.noon.com/uae-en/brown-edp-50ml/N38480418A/p?o=a0ce966d792ee10d,Fresh,50ml,,136.0,EDP
Ahmed Al Maghribi Kalemah,"musky, woody, white musk, dehn al oud hindi-trat, vanilla, amber",Unisex,"floral, pink pepper, white flower, mongolia",https://www.noon.com/uae-en/kalemah-edp-75ml/N38480427A/p?o=e3b984fb6c1266bf,Oriental,75ml,,180.0,EDP
Ahmed Al Maghribi Musk And Roses,musky,Unisex,roses,https://www.noon.com/uae-en/musk-and-roses-edp-50ml/N38480419A/p?o=eb78542ac68a1ddb,,50ml,"floral, raspberry",136.0,EDP
Ahmed Al Maghribi Oudh Moza,,Unisex,,https://www.noon.com/uae-en/oudh-moza-edp-50ml/N38480431A/p?o=c356f7c54a70c58e,Spicy,50ml,oud,199.0,EDP
Ahmed Al Maghribi Patchouli,"oud, gaiacwood, blackmusk",Unisex,"myrrh, patchouli",https://www.noon.com/uae-en/patchouli-edp-50ml/N38480420A/p?o=afeec47540e52e9d,,50ml,"rose, saffron",136.0,EDP
Ahmed Al Maghribi Shaikha Hind,"agarwood, musk",Unisex,"peony, violet, lily of the valley, jasmine",https://www.noon.com/uae-en/shaikha-hind-edp-50ml/N38480430A/p?o=f9ee0a609485688c,Spicy,50ml,,199.0,EDP
Ahmed Al Maghribi Supreme,musk,Unisex,floral,https://www.noon.com/uae-en/supreme-edp-50ml/N38480421A/p?o=b060b7c79cc6192b,,50ml,fruity,136.0,EDP
Ahmed Al Maghribi Touch Oudh,"agarwood, frakincense",Unisex,"lavender, vanilla",https://www.noon.com/uae-en/touch-oudh-edp-75ml/N38480422A/p?o=ccc4d05a06190f1c,,75ml,lemon,136.0,EDP
Ajmal Nights Alf Laila O Laila,musky woody,Women,floral spicy,https://www.noon.com/uae-en/1001-nights-alf-laila-o-laila-edp-60ml/N30599898A/p?o=fd4ed477dbc41d7d,Floral,60ml,,249.0,EDP
Ajmal Abia Noir,woody leathery musky,Women,spicy floral,https://www.noon.com/uae-en/abia-noir-edp-75ml/N18913638A/p?o=cfbee1ffd4aa59bf,Arabian,75ml,,191.24,EDP
Ajmal Accord Boise,"patchouli, ginger",Men,"incense, sage",https://www.noon.com/uae-en/accord-boise-edp-75ml/N20676986A/p?o=de00839361d11d9a,,75ml,,111.3,EDP
Ajmal Alf Laila O Laila,musky woody,Unisex,floral spicy,https://www.noon.com/uae-en/alf-laila-o-laila-edp-60ml/N18913619A/p?o=a7804c832d2371ef,Woody,60ml,spicy smoky,115.5,EDP
Ajmal Amber Musc,"ambery, woody, musky",Unisex,"musky, ambery",https://www.noon.com/uae-en/amber-musc-edp-100ml/N18913627A/p?o=e3d4c23705e4cacf,Floral,100ml,,283.65,EDP
Ajmal Amber Poivre,"amber, musk, cedar, sandalwood, patchouli",Unisex,"floral notes, woodsy notes",https://www.noon.com/uae-en/amber-poivre-edp-100ml/N35368716A/p?o=cf95a859746da91e,,100ml,,430.5,EDP
Ajmal Amber Santal,"sandalwood, amber, patchouli, cedar",Unisex,"sandalwood, incense",https://www.noon.com/uae-en/amber-santal-edp-100ml/N35368717A/p?o=afdc40ee9a69ccba,,100ml,,332.0,EDP
Ajmal Amber Wood,"amber, woody notes, patchouli",Unisex,"cedar, orris",https://www.noon.com/uae-en/amber-wood-edp-100ml/N18913618A/p?o=f4b9dfe9e234dd9a,Woody,100ml,,406.4,EDP
Ajmal Ambre Pimente,"cedar, musk",Men,guaiak wood,https://www.noon.com/uae-en/ambre-pimente-edp-100ml/N39712313A/p?o=abdae812b541b34d,Musk,100ml,,194.95,EDP
Ajmal Aristocrat,"agarwood (oud), musk, patchouli, amber, cedar",Men,"jasmine, musk, lily",https://www.noon.com/uae-en/aristocrat-edp-75ml/N18913611A/p?o=d9b86713c6fadddc,,75ml,,210.0,EDP
Ajmal Aurum,"amber, musk, vanilla, woody notes, powder notes",Women,"orange blossom, gardenia, jasmine, spicy note, fruity note",https://www.noon.com/uae-en/aurum-edp-75ml/N18913609A/p?o=e9bc651bdded78bd,Floral,75ml,"lemon, raspberry",157.45,EDP
Ajmal Bling,"patcholi, musk",Men,"guaiac wood, rose",https://www.noon.com/uae-en/bling-edp-75ml/N28572237A/p?o=e31ff909e1fab27a,Woody,75ml,,299.0,EDP
Ajmal Bling,"patchouli, musk",Women,"rose, guaiac wood",https://www.noon.com/uae-en/bling-edp-75ml/N28572225A/p?o=c3c3fceb9671d28c,Woody,75ml,,294.95,EDP
Ajmal Blu,"woody, musky, ambery",Men,floral,https://www.noon.com/uae-en/blu-colonge-90ml/N18913610A/p?o=aeca31ecfe55c58e,Fresh,90ml,"fresh, aqueous",90.0,EDC
Ajmal Blu,"sandalwood, musk, amber",Men,"lotus, jasmine",https://www.noon.com/uae-en/blu-edp-90ml/N20676992A/p?o=de1e91d8e53007fe,Fresh,90ml,,103.6,EDP
Ajmal Blu Femme,"vanilla, cashmeran, moss",Women,"cedar, jasmine",https://www.noon.com/uae-en/blu-femme-edp-50ml/N18913651A/p?o=f94df6002c9cbe5b,Fresh,50ml,,94.9,EDP
Ajmal Cashmere Musk,"musk, cashmeran, cedar, patchouli",Unisex,"musk, ylang-ylang, jasmine, lily-of-the-valley",https://www.noon.com/uae-en/cashmere-musk-edp-100ml/N35367971A/p?o=e9e89f6fba765c1f,,100ml,"musk, saffron",289.0,EDP
Ajmal Cento,"leather, moss, patchouli, sandalwood",Men,"lavender, muguet",https://www.noon.com/uae-en/cento-edp-100ml/N30599987A/p?o=d73f8fa0f972d9db,Fresh,100ml,,79.95,EDP
Ajmal Cento  For Men,"moss, patchouli, sandalwood",Men,"lavender, muguet",https://www.noon.com/uae-en/cento-for-men-edp-100ml/N45981517A/p?o=c6cd789bfcc7de7b,,100ml,,80.0,EDP
Ajmal Cerise,"fresh, musky",Women,spicy,https://www.noon.com/uae-en/cerise-edp-75ml/N40711774A/p?o=e607a690543a979d,,75ml,,149.95,EDP
Ajmal Chivalry,woody mossy,Men,floral aromatic,https://www.noon.com/uae-en/chivalry-edp-100ml/N20451579A/p?o=c6d2f3cbe0175c1c,,100ml,,81.65,EDP
Ajmal Cuir Musc,"fresh, musky",Unisex,spicy,https://www.noon.com/uae-en/cuir-musc-edp-100ml/N40711776A/p?o=f680db657bd5030c,Arabian,100ml,,285.0,EDP
Ajmal Dahn Oudh Al,woody,Unisex,woody,https://www.noon.com/uae-en/dahn-oudh-al-edp-30ml/N28333847A/p?o=b301d738d9bd987a,Arabian,30ml,,269.0,EDP
Ajmal Enigma,"amber, oak moss",Men,"pepper, cardamom",https://www.noon.com/uae-en/enigma-edp-75ml/N18913657A/p?o=a274d9f3346a50da,Fresh,75ml,"lemon, bergamot, grapefruit",95.24,EDP
Ajmal Entice,"sandalwood, musk, virginia cedar",Women,"jasmine, tuberose",https://www.noon.com/uae-en/entice-edp-75ml/N19501492A/p?o=eb0e3882c34c9bdf,Floral,75ml,,64.5,EDP
Ajmal Entice Forever,"deep musk, aromatic sandalwood",Unisex,"rose, jasmine",https://www.noon.com/uae-en/entice-forever-edp-75ml/N20676985A/p?o=c6b0a3c06e3278de,,75ml,,164.95,EDP
Ajmal Evoke,"patchouli, vanilla, moss",Women,"jasmine, rose, orris",https://www.noon.com/uae-en/evoke-edp-75ml/N23122420A/p?o=c1ddab9ef399d6be,Floral,75ml,"bergamot, pink pepper",162.0,EDP
Ajmal Evoke,"vetiver, sandalwood, musk",Men,"cardamom, juniper, orris, heliotrope",https://www.noon.com/uae-en/evoke-edp-90ml/N19501497A/p?o=e8f39ae0995a802b,,90ml,,89.95,EDP
Ajmal Evoke Gold,"cedar, patchouli",Men,"orris root, amber, geranium",https://www.noon.com/uae-en/evoke-gold-edp-90ml/N37566953A/p?o=b2e10a1717392edc,,90ml,,299.0,EDP
Ajmal Evoke Gold Edition,powder muskies,Women,floral,https://www.noon.com/uae-en/evoke-gold-edition-edp-75ml/N20708862A/p?o=dc0de76e329cacca,,75ml,,126.1,EDP
Ajmal Evoke Gold Edition,"cedar, patchouli",Men,"orris root, amber, geranium",https://www.noon.com/uae-en/evoke-gold-edition-edp-90ml/N18913635A/p?o=e58439f7803542ef,,90ml,"neroli, pepper",113.0,EDP
Ajmal Evoke Silver Edition,"amber, cedarwood , musk",Women,"olibanum, orange flower, violet",https://www.noon.com/uae-en/evoke-silver-edition-edp-75ml/N36644978A/p?o=e0c8270fbcbf988b,,75ml,,201.0,EDP
Ajmal Expedition,"patchouli, cedar, ambergris, musk, woodsy notes",Men,"spices, fruity, violet, iris",https://www.noon.com/uae-en/expedition-edp-100ml/N19501483A/p?o=e978ba593887e35d,,100ml,"bergamot, lemon",78.0,EDP
Ajmal Fantabulous,"sandalwood, musk",Women,jasmine,https://www.noon.com/uae-en/fantabulous-edp-75ml/N36644985A/p?o=f879c93bfd5b222a,Fruity,75ml,,115.6,EDP
Ajmal Free Spirit,"woody, musky, ambery",Men,spicy,https://www.noon.com/uae-en/free-spirit-edp-100ml/N40711788A/p?o=c28e4d6daf585b0e,,100ml,,65.5,EDP
Ajmal Hatkora Wood,"agarwood (oud), sandalwood, ambergris, amber, musk",Men,"saffron, lavender, rose, ginger",https://www.noon.com/uae-en/hatkora-wood-edp-100ml/N40883652A/p?o=f8375ce30bf6dc8d,,100ml,,405.3,EDP
Ajmal Hawaiian Breeze,"sandalwood, amber, patchouli",Women,"tuberose, ylang-ylang, lily",https://www.noon.com/uae-en/hawaiian-breeze-edp-75ml/N45242260A/p?o=b3cfcab567deb6bc,,75ml,,193.0,EDP
Ajmal Hayba,"rose, saffron, nutmeg, lily-of-the-valley",Unisex,"amber, cypriol oil, patchouli",https://www.noon.com/uae-en/hayba-edp-80ml/N35367972A/p?o=e0db16849bb11d2b,,80ml,,80.95,EDP
Ajmal Incense Wood,"patchouli, vanilla, musk",Women,"cashmere wood, incense, olibanum",https://www.noon.com/uae-en/incense-wood-edp-100ml/N35368715A/p?o=e2686c0fc5a4e03d,Woody,100ml,,384.65,EDP
Ajmal Kashaf,"agarwood (oud), sandalwood, musk",Unisex,"black currant, raspberry, saffron",https://www.noon.com/uae-en/kashaf-edp-50ml/N19501519A/p?o=f2240dc6fcbe0d2e,Floral,50ml,,86.0,EDP
Ajmal Kuro,,Men,,https://www.noon.com/uae-en/kuro-edp-90ml/N18913631A/p?o=f67be5ac88d7c8ec,Fresh,90ml,"pepper, ambergris, lavender, geranium, bergamot, patchouli, vetiver",75.25,EDP
Ajmal Mafatin,"leather, cedar wood, sandalwood, amber",Unisex,"coriander, violet, laurel, geranium, vanilla",https://www.noon.com/uae-en/mafatin-edp-100ml/N30600130A/p?o=be76f576c1223daf,,100ml,"osmanthus, white pepper, yuzu",55.0,EDP
Ajmal Mizyaan Concentrated Perfume,"sandalwood, amber",Unisex,"musk, white flower",https://www.noon.com/uae-en/mizyaan-concentrated-perfume-14ml/N20708852A/p?o=d73377e1180a710e,,14ml,,57.75,EDP
Ajmal Mosha,"musky, woody",Unisex,"sweet, ambery",https://www.noon.com/uae-en/mosha-edp-50ml/N35367968A/p?o=a22f91f8bc79a22f,,50ml,,68.0,EDP
Ajmal Mukhallat Arzan,"musky, ambery, uday",Unisex,"ambery, woody",https://www.noon.com/uae-en/mukhallat-arzan-edp-30ml/N18913637A/p?o=df812096bc6b2cef,Floral,30ml,,164.7,EDP
Ajmal Mukhallat Dahnal Oudh Moattoq,"rose, animal, powdery, musk",Unisex,"amberoody, herbal",https://www.noon.com/uae-en/mukhallat-dahnal-oudh-moattoq-edp-60ml/N20708854A/p?o=c07eb8430f86e8bf,,60ml,,346.5,EDP
Ajmal Neutron,"musky, woody",Men,"citrus, floral, musky",https://www.noon.com/uae-en/neutron-edp-100ml/N30600020A/p?o=edf5955290b8a47b,,100ml,,61.0,EDP
Ajmal Oath,"musk, patchouli, vanilla",Women,"tuberose, orange blossom, freesia",https://www.noon.com/uae-en/oath-edp-100ml/N35368720A/p?o=f618df42f967b04e,,100ml,,142.2,EDP
Ajmal Oath,"cedarwood, patchouli, vetiver, amber, musk, treemoss",Men,"geranium, rose, jasmine, iris, lavender",https://www.noon.com/uae-en/oath-edp-100ml/N35368718A/p?o=e80c8f6d60e2228b,Arabian,100ml,,141.45,EDP
Ajmal Orchidee Celeste,"amber, tonka bean, vanilla",Women,"cedar, orchid, jasmine, black rose",https://www.noon.com/uae-en/orchidee-celeste-edp-75ml/N28572214A/p?o=c196048002d4d4cd,,75ml,,128.0,EDP
Ajmal Patchouli Wood,oudhy woody,Unisex,floral,https://www.noon.com/uae-en/patchouli-wood-edp-100ml/N37566955A/p?o=b8baa08870e8e14d,,100ml,,393.0,EDP
Ajmal Qafiya,"sandalwood, moss",Unisex,"spices, orange blossom",https://www.noon.com/uae-en/qafiya-02-edp-75ml/N18913614A/p?o=a2a769dd5268e72c,Fresh,75ml,"coffee, bergamot",198.3,EDP
Ajmal Qafiya,woody ambery leathery musky,Unisex,floral woody,https://www.noon.com/uae-en/qafiya-03-edp-75ml/N18913615A/p?o=c0dae8e3126cee8f,Spicy,75ml,,175.0,EDP
Ajmal Qafiya,ambery musky leathery,Unisex,oudy woody,https://www.noon.com/uae-en/qafiya-04-edp-75ml/N18913616A/p?o=ff03d42acdf568fe,Woody,75ml,,179.65,EDP
Ajmal Qafiya,"woody notes, patchouli, musk",Women,"woody notes, amber",https://www.noon.com/uae-en/qafiya-edp-75ml/N18913613A/p?o=df842dd52c3de6ed,,75ml,,221.3,EDP
Ajmal Qafiya Sport,"fresh, musky",Unisex,spicy,https://www.noon.com/uae-en/qafiya-sport-edp-75ml/N40883665A/p?o=f863a4a53d649d3c,Arabian,75ml,,189.95,EDP
Ajmal Qafiya Year Of Zayed,"musky, ambery, woody",Unisex,floral,https://www.noon.com/uae-en/qafiya-year-of-zayed-edp-100ml/N35367970A/p?o=da6a949ce30945ab,Oriental,100ml,,298.0,EDP
Ajmal Raindrops,,Women,,https://www.noon.com/uae-en/raindrops-edp-50ml/N12890455A/p?o=abdfc3520d40d55c,Fruity,50ml,"fruity, floral, woody notes, ambergeris",54.95,EDP
Ajmal Renata,"woody, musky",Women,"woody, ambery",https://www.noon.com/uae-en/renata-edp-75ml/N35367969A/p?o=faf252ba4b86523e,Arabian,75ml,,47.1,EDP
Ajmal Rose Wood,"agarwood (oud), woody notes, powdery notes",Unisex,"rose, musk",https://www.noon.com/uae-en/rose-wood-edp-100ml/N28572356A/p?o=a33a021fa027998d,,100ml,,418.0,EDP
Ajmal Rose Wood,"agarwood (oud), woody, powdery notes",Women,"rose, musk",https://www.noon.com/uae-en/rose-wood-edp-100ml/N36644976A/p?o=c7b36c9573137cbe,,100ml,,645.0,EDP
Ajmal Sacred Love,"fresh, musky, floral",Women,"floral, musky, fresh",https://www.noon.com/uae-en/sacred-love-edp-50ml/N19501486A/p?o=a6d023ed3c33c3ba,Floral,50ml,,41.95,EDP
Ajmal Sacrifice,"woody, oriental, musky",Women,"floral, musky",https://www.noon.com/uae-en/sacrifice-edp-50ml/N20708848A/p?o=da4f8711e874c8bd,Floral,50ml,,79.25,EDP
Ajmal Santal Wood,"sandalwood, agarwood (oud), patchouli",Unisex,"rose, cedar, jasmine, ginger",https://www.noon.com/uae-en/santal-wood-edp-100ml/N36644965A/p?o=f72b62ca09211f0a,,100ml,,417.0,EDP
Ajmal Senora,"benzoin, amber, vanilla, musk",Women,"rose, patchouli, orange blossom",https://www.noon.com/uae-en/senora-edp-75ml/N28572664A/p?o=a5983538ad298f5e,,75ml,,89.0,EDP
